"","step","state"
"11859",11859,1
"11860",11860,4
"11861",11861,1
"11862",11862,4
"11863",11863,4
"11864",11864,3
"11865",11865,4
"11866",11866,1
"11867",11867,4
"11868",11868,1
"11869",11869,1
"11870",11870,4
"11871",11871,1
"11872",11872,4
"11873",11873,2
"11874",11874,1
"11875",11875,2
"11876",11876,1
"11877",11877,1
"11878",11878,4
"11879",11879,1
"11880",11880,3
"11881",11881,3
"11882",11882,1
"11883",11883,1
"11884",11884,4
"11885",11885,4
"11886",11886,2
"11887",11887,1
"11888",11888,1
"11889",11889,2
"11890",11890,4
"11891",11891,3
"11892",11892,3
"11893",11893,4
"11894",11894,1
"11895",11895,1
"11896",11896,3
"11897",11897,3
"11898",11898,1
"11899",11899,2
"11900",11900,1
"11901",11901,4
"11902",11902,3
"11903",11903,3
"11904",11904,1
"11905",11905,2
"11906",11906,2
"11907",11907,1
"11908",11908,4
"11909",11909,4
"11910",11910,2
"11911",11911,1
"11912",11912,4
"11913",11913,1
"11914",11914,1
"11915",11915,1
"11916",11916,4
"11917",11917,2
"11918",11918,4
"11919",11919,4
"11920",11920,3
"11921",11921,4
"11922",11922,1
"11923",11923,1
"11924",11924,1
"11925",11925,3
"11926",11926,1
"11927",11927,4
"11928",11928,4
"11929",11929,4
"11930",11930,4
"11931",11931,4
"11932",11932,1
"11933",11933,2
"11934",11934,4
"11935",11935,4
"11936",11936,4
"11937",11937,1
"11938",11938,4
"11939",11939,1
"11940",11940,4
"11941",11941,3
"11942",11942,4
"11943",11943,4
"11944",11944,4
"11945",11945,4
"11946",11946,2
"11947",11947,1
"11948",11948,1
"11949",11949,4
"11950",11950,1
"11951",11951,1
"11952",11952,4
"11953",11953,3
"11954",11954,1
"11955",11955,3
"11956",11956,3
"11957",11957,1
"11958",11958,1
"11959",11959,3
"11960",11960,1
"11961",11961,4
"11962",11962,4
"11963",11963,1
"11964",11964,4
"11965",11965,1
"11966",11966,1
"11967",11967,4
"11968",11968,3
"11969",11969,2
"11970",11970,1
"11971",11971,3
"11972",11972,3
"11973",11973,2
"11974",11974,4
"11975",11975,4
"11976",11976,4
"11977",11977,4
"11978",11978,3
"11979",11979,4
"11980",11980,1
"11981",11981,4
"11982",11982,1
"11983",11983,4
"11984",11984,4
"11985",11985,4
"11986",11986,4
"11987",11987,1
"11988",11988,3
"11989",11989,3
"11990",11990,4
"11991",11991,1
"11992",11992,2
"11993",11993,1
"11994",11994,1
"11995",11995,3
"11996",11996,4
"11997",11997,4
"11998",11998,2
"11999",11999,1
"12000",12000,4
"12001",12001,2
"12002",12002,3
"12003",12003,3
"12004",12004,4
"12005",12005,4
"12006",12006,4
"12007",12007,1
"12008",12008,2
"12009",12009,4
"12010",12010,4
"12011",12011,2
"12012",12012,2
"12013",12013,4
"12014",12014,2
"12015",12015,1
"12016",12016,3
"12017",12017,1
"12018",12018,2
"12019",12019,1
"12020",12020,4
"12021",12021,1
"12022",12022,4
"12023",12023,3
"12024",12024,4
"12025",12025,4
"12026",12026,3
"12027",12027,1
"12028",12028,4
"12029",12029,2
"12030",12030,1
"12031",12031,2
"12032",12032,4
"12033",12033,4
"12034",12034,2
"12035",12035,4
"12036",12036,1
"12037",12037,4
"12038",12038,1
"12039",12039,4
"12040",12040,2
"12041",12041,4
"12042",12042,4
"12043",12043,4
"12044",12044,4
"12045",12045,4
"12046",12046,1
"12047",12047,1
"12048",12048,3
"12049",12049,4
"12050",12050,4
"12051",12051,4
"12052",12052,3
"12053",12053,2
"12054",12054,4
"12055",12055,1
"12056",12056,1
"12057",12057,4
"12058",12058,1
"12059",12059,1
"12060",12060,4
"12061",12061,1
"12062",12062,4
"12063",12063,1
"12064",12064,3
"12065",12065,1
"12066",12066,4
"12067",12067,3
"12068",12068,4
"12069",12069,4
"12070",12070,2
"12071",12071,4
"12072",12072,4
"12073",12073,1
"12074",12074,4
"12075",12075,2
"12076",12076,2
"12077",12077,1
"12078",12078,1
"12079",12079,2
"12080",12080,1
"12081",12081,4
"12082",12082,4
"12083",12083,4
"12084",12084,1
"12085",12085,4
"12086",12086,4
"12087",12087,3
"12088",12088,3
"12089",12089,1
"12090",12090,3
"12091",12091,4
"12092",12092,4
"12093",12093,3
"12094",12094,2
"12095",12095,2
"12096",12096,1
"12097",12097,4
"12098",12098,4
"12099",12099,1
"12100",12100,1
"12101",12101,1
"12102",12102,2
"12103",12103,2
"12104",12104,4
"12105",12105,4
"12106",12106,4
"12107",12107,4
"12108",12108,1
"12109",12109,1
"12110",12110,1
"12111",12111,1
"12112",12112,4
"12113",12113,4
"12114",12114,3
"12115",12115,3
"12116",12116,4
"12117",12117,1
"12118",12118,2
"12119",12119,1
"12120",12120,4
"12121",12121,1
"12122",12122,4
"12123",12123,3
"12124",12124,3
"12125",12125,1
"12126",12126,3
"12127",12127,1
"12128",12128,1
"12129",12129,3
"12130",12130,1
"12131",12131,4
"12132",12132,3
"12133",12133,4
"12134",12134,1
"12135",12135,4
"12136",12136,4
"12137",12137,1
"12138",12138,2
"12139",12139,3
"12140",12140,4
"12141",12141,1
"12142",12142,4
"12143",12143,4
"12144",12144,4
"12145",12145,4
"12146",12146,3
"12147",12147,1
"12148",12148,1
"12149",12149,3
"12150",12150,3
"12151",12151,1
"12152",12152,4
"12153",12153,3
"12154",12154,1
"12155",12155,4
"12156",12156,1
"12157",12157,1
"12158",12158,3
"12159",12159,1
"12160",12160,3
"12161",12161,4
"12162",12162,4
"12163",12163,3
"12164",12164,1
"12165",12165,2
"12166",12166,3
"12167",12167,3
"12168",12168,4
"12169",12169,1
"12170",12170,4
"12171",12171,4
"12172",12172,1
"12173",12173,2
"12174",12174,4
"12175",12175,1
"12176",12176,4
"12177",12177,1
"12178",12178,3
"12179",12179,4
"12180",12180,2
"12181",12181,3
"12182",12182,4
"12183",12183,1
"12184",12184,3
"12185",12185,1
"12186",12186,3
"12187",12187,4
"12188",12188,3
"12189",12189,3
"12190",12190,4
"12191",12191,4
"12192",12192,2
"12193",12193,4
"12194",12194,4
"12195",12195,2
"12196",12196,4
"12197",12197,2
"12198",12198,4
"12199",12199,3
"12200",12200,3
"12201",12201,2
"12202",12202,2
"12203",12203,3
"12204",12204,1
"12205",12205,2
"12206",12206,1
"12207",12207,4
"12208",12208,2
"12209",12209,3
"12210",12210,1
"12211",12211,4
"12212",12212,1
"12213",12213,4
"12214",12214,4
"12215",12215,4
"12216",12216,3
"12217",12217,2
"12218",12218,1
"12219",12219,1
"12220",12220,2
"12221",12221,2
"12222",12222,1
"12223",12223,4
"12224",12224,3
"12225",12225,1
"12226",12226,4
"12227",12227,4
"12228",12228,1
"12229",12229,4
"12230",12230,1
"12231",12231,4
"12232",12232,4
"12233",12233,3
"12234",12234,4
"12235",12235,2
"12236",12236,2
"12237",12237,3
"12238",12238,4
"12239",12239,4
"12240",12240,1
"12241",12241,4
"12242",12242,4
"12243",12243,3
"12244",12244,1
"12245",12245,4
"12246",12246,4
"12247",12247,4
"12248",12248,4
"12249",12249,3
"12250",12250,1
"12251",12251,1
"12252",12252,1
"12253",12253,3
"12254",12254,1
"12255",12255,3
"12256",12256,1
"12257",12257,1
"12258",12258,2
"12259",12259,1
"12260",12260,1
"12261",12261,4
"12262",12262,1
"12263",12263,4
"12264",12264,4
"12265",12265,1
"12266",12266,2
"12267",12267,1
"12268",12268,3
"12269",12269,4
"12270",12270,4
"12271",12271,2
"12272",12272,4
"12273",12273,1
"12274",12274,2
"12275",12275,4
"12276",12276,4
"12277",12277,1
"12278",12278,3
"12279",12279,3
"12280",12280,4
"12281",12281,4
"12282",12282,4
"12283",12283,2
"12284",12284,1
"12285",12285,1
"12286",12286,4
"12287",12287,4
"12288",12288,3
"12289",12289,3
"12290",12290,2
"12291",12291,4
"12292",12292,3
"12293",12293,3
"12294",12294,1
"12295",12295,3
"12296",12296,2
"12297",12297,1
"12298",12298,3
"12299",12299,4
"12300",12300,1
"12301",12301,4
"12302",12302,1
"12303",12303,1
"12304",12304,1
"12305",12305,1
"12306",12306,1
"12307",12307,3
"12308",12308,1
"12309",12309,1
"12310",12310,1
"12311",12311,2
"12312",12312,3
"12313",12313,3
"12314",12314,4
"12315",12315,3
"12316",12316,3
"12317",12317,4
"12318",12318,4
"12319",12319,2
"12320",12320,1
"12321",12321,4
"12322",12322,1
"12323",12323,4
"12324",12324,1
"12325",12325,2
"12326",12326,1
"12327",12327,1
"12328",12328,1
"12329",12329,2
"12330",12330,4
"12331",12331,4
"12332",12332,4
"12333",12333,1
"12334",12334,2
"12335",12335,4
"12336",12336,3
"12337",12337,4
"12338",12338,2
"12339",12339,4
"12340",12340,4
"12341",12341,2
"12342",12342,2
"12343",12343,4
"12344",12344,1
"12345",12345,1
"12346",12346,1
"12347",12347,2
"12348",12348,3
"12349",12349,4
"12350",12350,3
"12351",12351,4
"12352",12352,2
"12353",12353,2
"12354",12354,1
"12355",12355,1
"12356",12356,1
"12357",12357,3
"12358",12358,4
"12359",12359,4
"12360",12360,1
"12361",12361,4
"12362",12362,4
"12363",12363,4
"12364",12364,4
"12365",12365,4
"12366",12366,4
"12367",12367,4
"12368",12368,4
"12369",12369,4
"12370",12370,1
"12371",12371,1
"12372",12372,2
"12373",12373,1
"12374",12374,4
"12375",12375,4
"12376",12376,3
"12377",12377,4
"12378",12378,1
"12379",12379,4
"12380",12380,4
"12381",12381,1
"12382",12382,3
"12383",12383,1
"12384",12384,4
"12385",12385,1
"12386",12386,3
"12387",12387,2
"12388",12388,1
"12389",12389,2
"12390",12390,2
"12391",12391,3
"12392",12392,4
"12393",12393,4
"12394",12394,1
"12395",12395,4
"12396",12396,3
"12397",12397,4
"12398",12398,4
"12399",12399,1
"12400",12400,3
"12401",12401,3
"12402",12402,1
"12403",12403,4
"12404",12404,4
"12405",12405,4
"12406",12406,3
"12407",12407,4
"12408",12408,1
"12409",12409,4
"12410",12410,3
"12411",12411,2
"12412",12412,4
"12413",12413,1
"12414",12414,1
"12415",12415,2
"12416",12416,4
"12417",12417,2
"12418",12418,3
"12419",12419,4
"12420",12420,3
"12421",12421,1
"12422",12422,4
"12423",12423,2
"12424",12424,1
"12425",12425,2
"12426",12426,2
"12427",12427,2
"12428",12428,2
"12429",12429,3
"12430",12430,3
"12431",12431,4
"12432",12432,3
"12433",12433,4
"12434",12434,1
"12435",12435,3
"12436",12436,4
"12437",12437,3
"12438",12438,4
"12439",12439,2
"12440",12440,3
"12441",12441,2
"12442",12442,2
"12443",12443,4
"12444",12444,3
"12445",12445,4
"12446",12446,1
"12447",12447,3
"12448",12448,4
"12449",12449,3
"12450",12450,1
"12451",12451,4
"12452",12452,4
"12453",12453,1
"12454",12454,3
"12455",12455,2
"12456",12456,2
"12457",12457,1
"12458",12458,4
"12459",12459,4
"12460",12460,2
"12461",12461,2
"12462",12462,1
"12463",12463,4
"12464",12464,1
"12465",12465,1
"12466",12466,4
"12467",12467,4
"12468",12468,2
"12469",12469,3
"12470",12470,3
"12471",12471,3
"12472",12472,1
"12473",12473,1
"12474",12474,4
"12475",12475,1
"12476",12476,4
"12477",12477,3
"12478",12478,4
"12479",12479,4
"12480",12480,1
"12481",12481,4
"12482",12482,3
"12483",12483,1
"12484",12484,4
"12485",12485,1
"12486",12486,4
"12487",12487,3
"12488",12488,2
"12489",12489,4
"12490",12490,2
"12491",12491,1
"12492",12492,4
"12493",12493,4
"12494",12494,4
"12495",12495,1
"12496",12496,1
"12497",12497,1
"12498",12498,4
"12499",12499,4
"12500",12500,4
"12501",12501,2
"12502",12502,4
"12503",12503,1
"12504",12504,4
"12505",12505,4
"12506",12506,1
"12507",12507,4
"12508",12508,1
"12509",12509,1
"12510",12510,3
"12511",12511,1
"12512",12512,4
"12513",12513,4
"12514",12514,3
"12515",12515,4
"12516",12516,4
"12517",12517,2
"12518",12518,4
"12519",12519,3
"12520",12520,2
"12521",12521,4
"12522",12522,2
"12523",12523,1
"12524",12524,1
"12525",12525,4
"12526",12526,4
"12527",12527,1
"12528",12528,4
"12529",12529,1
"12530",12530,4
"12531",12531,3
"12532",12532,3
"12533",12533,1
"12534",12534,1
"12535",12535,3
"12536",12536,4
"12537",12537,4
"12538",12538,1
"12539",12539,1
"12540",12540,1
"12541",12541,4
"12542",12542,4
"12543",12543,1
"12544",12544,1
"12545",12545,4
"12546",12546,3
"12547",12547,1
"12548",12548,3
"12549",12549,2
"12550",12550,4
"12551",12551,3
"12552",12552,4
"12553",12553,1
"12554",12554,4
"12555",12555,1
"12556",12556,2
"12557",12557,3
"12558",12558,3
"12559",12559,2
"12560",12560,4
"12561",12561,4
"12562",12562,4
"12563",12563,3
"12564",12564,4
"12565",12565,4
"12566",12566,4
"12567",12567,2
"12568",12568,4
"12569",12569,1
"12570",12570,4
"12571",12571,2
"12572",12572,4
"12573",12573,2
"12574",12574,3
"12575",12575,1
"12576",12576,1
"12577",12577,3
"12578",12578,2
"12579",12579,4
"12580",12580,4
"12581",12581,4
"12582",12582,4
"12583",12583,3
"12584",12584,1
"12585",12585,4
"12586",12586,2
"12587",12587,4
"12588",12588,2
"12589",12589,4
"12590",12590,4
"12591",12591,1
"12592",12592,4
"12593",12593,1
"12594",12594,4
"12595",12595,4
"12596",12596,1
"12597",12597,4
"12598",12598,2
"12599",12599,2
"12600",12600,3
"12601",12601,4
"12602",12602,1
"12603",12603,1
"12604",12604,1
"12605",12605,2
"12606",12606,2
"12607",12607,1
"12608",12608,3
"12609",12609,4
"12610",12610,1
"12611",12611,1
"12612",12612,1
"12613",12613,4
"12614",12614,4
"12615",12615,2
"12616",12616,4
"12617",12617,1
"12618",12618,3
"12619",12619,4
"12620",12620,4
"12621",12621,3
"12622",12622,2
"12623",12623,4
"12624",12624,3
"12625",12625,1
"12626",12626,4
"12627",12627,2
"12628",12628,1
"12629",12629,1
"12630",12630,3
"12631",12631,4
"12632",12632,3
"12633",12633,4
"12634",12634,3
"12635",12635,4
"12636",12636,1
"12637",12637,1
"12638",12638,1
"12639",12639,3
"12640",12640,1
"12641",12641,4
"12642",12642,1
"12643",12643,1
"12644",12644,4
"12645",12645,1
"12646",12646,3
"12647",12647,4
"12648",12648,3
"12649",12649,2
"12650",12650,4
"12651",12651,4
"12652",12652,4
"12653",12653,4
"12654",12654,4
"12655",12655,3
"12656",12656,4
"12657",12657,1
"12658",12658,1
"12659",12659,4
"12660",12660,1
"12661",12661,3
"12662",12662,4
"12663",12663,4
"12664",12664,2
"12665",12665,4
"12666",12666,3
"12667",12667,1
"12668",12668,4
"12669",12669,1
"12670",12670,2
"12671",12671,4
"12672",12672,3
"12673",12673,1
"12674",12674,2
"12675",12675,4
"12676",12676,2
"12677",12677,4
"12678",12678,4
"12679",12679,3
"12680",12680,4
"12681",12681,1
"12682",12682,4
"12683",12683,4
"12684",12684,4
"12685",12685,1
"12686",12686,1
"12687",12687,4
"12688",12688,1
"12689",12689,4
"12690",12690,4
"12691",12691,1
"12692",12692,4
"12693",12693,1
"12694",12694,3
"12695",12695,3
"12696",12696,2
"12697",12697,4
"12698",12698,3
"12699",12699,3
"12700",12700,2
"12701",12701,3
"12702",12702,4
"12703",12703,1
"12704",12704,3
"12705",12705,1
"12706",12706,1
"12707",12707,2
"12708",12708,4
"12709",12709,4
"12710",12710,4
"12711",12711,4
"12712",12712,3
"12713",12713,1
"12714",12714,1
"12715",12715,4
"12716",12716,1
"12717",12717,4
"12718",12718,1
"12719",12719,4
"12720",12720,1
"12721",12721,2
"12722",12722,1
"12723",12723,4
"12724",12724,4
"12725",12725,4
"12726",12726,4
"12727",12727,2
"12728",12728,4
"12729",12729,4
"12730",12730,3
"12731",12731,4
"12732",12732,4
"12733",12733,2
"12734",12734,1
"12735",12735,4
"12736",12736,3
"12737",12737,1
"12738",12738,1
"12739",12739,2
"12740",12740,1
"12741",12741,4
"12742",12742,1
"12743",12743,4
"12744",12744,1
"12745",12745,1
"12746",12746,2
"12747",12747,1
"12748",12748,4
"12749",12749,1
"12750",12750,2
"12751",12751,4
"12752",12752,4
"12753",12753,4
"12754",12754,4
"12755",12755,3
"12756",12756,2
"12757",12757,2
"12758",12758,2
"12759",12759,2
"12760",12760,4
"12761",12761,2
"12762",12762,2
"12763",12763,3
"12764",12764,4
"12765",12765,3
"12766",12766,4
"12767",12767,4
"12768",12768,1
"12769",12769,1
"12770",12770,3
"12771",12771,3
"12772",12772,1
"12773",12773,3
"12774",12774,3
"12775",12775,2
"12776",12776,2
"12777",12777,4
"12778",12778,2
"12779",12779,3
"12780",12780,1
"12781",12781,3
"12782",12782,1
"12783",12783,1
"12784",12784,1
"12785",12785,4
"12786",12786,3
"12787",12787,3
"12788",12788,4
"12789",12789,3
"12790",12790,4
"12791",12791,2
"12792",12792,2
"12793",12793,1
"12794",12794,4
"12795",12795,1
"12796",12796,4
"12797",12797,3
"12798",12798,3
"12799",12799,3
"12800",12800,1
"12801",12801,1
"12802",12802,1
"12803",12803,2
"12804",12804,4
"12805",12805,1
"12806",12806,4
"12807",12807,2
"12808",12808,3
"12809",12809,4
"12810",12810,4
"12811",12811,3
"12812",12812,2
"12813",12813,1
"12814",12814,4
"12815",12815,3
"12816",12816,1
"12817",12817,4
"12818",12818,4
"12819",12819,3
"12820",12820,4
"12821",12821,3
"12822",12822,1
"12823",12823,3
"12824",12824,4
"12825",12825,2
"12826",12826,4
"12827",12827,3
"12828",12828,2
"12829",12829,4
"12830",12830,4
"12831",12831,1
"12832",12832,3
"12833",12833,1
"12834",12834,4
"12835",12835,3
"12836",12836,1
"12837",12837,1
"12838",12838,1
"12839",12839,1
"12840",12840,4
"12841",12841,4
"12842",12842,4
"12843",12843,4
"12844",12844,4
"12845",12845,3
"12846",12846,2
"12847",12847,4
"12848",12848,4
"12849",12849,1
"12850",12850,1
"12851",12851,2
"12852",12852,4
"12853",12853,1
"12854",12854,3
"12855",12855,4
"12856",12856,3
"12857",12857,3
"12858",12858,1
"12859",12859,3
"12860",12860,2
"12861",12861,4
"12862",12862,4
"12863",12863,1
"12864",12864,2
"12865",12865,3
"12866",12866,3
"12867",12867,1
"12868",12868,4
"12869",12869,3
"12870",12870,4
"12871",12871,4
"12872",12872,2
"12873",12873,1
"12874",12874,1
"12875",12875,4
"12876",12876,4
"12877",12877,2
"12878",12878,1
"12879",12879,4
"12880",12880,2
"12881",12881,1
"12882",12882,4
"12883",12883,3
"12884",12884,1
"12885",12885,4
"12886",12886,4
"12887",12887,3
"12888",12888,4
"12889",12889,1
"12890",12890,2
"12891",12891,2
"12892",12892,4
"12893",12893,4
"12894",12894,2
"12895",12895,1
"12896",12896,1
"12897",12897,4
"12898",12898,1
"12899",12899,1
"12900",12900,4
"12901",12901,4
"12902",12902,3
"12903",12903,1
"12904",12904,3
"12905",12905,2
"12906",12906,4
"12907",12907,3
"12908",12908,3
"12909",12909,1
"12910",12910,4
"12911",12911,4
"12912",12912,4
"12913",12913,4
"12914",12914,4
"12915",12915,1
"12916",12916,2
"12917",12917,4
"12918",12918,4
"12919",12919,1
"12920",12920,3
"12921",12921,3
"12922",12922,1
"12923",12923,4
"12924",12924,4
"12925",12925,3
"12926",12926,2
"12927",12927,4
"12928",12928,3
"12929",12929,4
"12930",12930,4
"12931",12931,1
"12932",12932,1
"12933",12933,1
"12934",12934,4
"12935",12935,3
"12936",12936,4
"12937",12937,4
"12938",12938,4
"12939",12939,1
"12940",12940,3
"12941",12941,1
"12942",12942,4
"12943",12943,1
"12944",12944,1
"12945",12945,1
"12946",12946,2
"12947",12947,3
"12948",12948,3
"12949",12949,2
"12950",12950,3
"12951",12951,1
"12952",12952,3
"12953",12953,1
"12954",12954,4
"12955",12955,4
"12956",12956,2
"12957",12957,4
"12958",12958,2
"12959",12959,2
"12960",12960,3
"12961",12961,1
"12962",12962,4
"12963",12963,4
"12964",12964,1
"12965",12965,1
"12966",12966,4
"12967",12967,4
"12968",12968,1
"12969",12969,3
"12970",12970,1
"12971",12971,4
"12972",12972,4
"12973",12973,1
"12974",12974,4
"12975",12975,3
"12976",12976,1
"12977",12977,3
"12978",12978,4
"12979",12979,4
"12980",12980,4
"12981",12981,3
"12982",12982,4
"12983",12983,4
"12984",12984,4
"12985",12985,4
"12986",12986,4
"12987",12987,4
"12988",12988,4
"12989",12989,4
"12990",12990,1
"12991",12991,3
"12992",12992,1
"12993",12993,2
"12994",12994,3
"12995",12995,3
"12996",12996,1
"12997",12997,1
"12998",12998,3
"12999",12999,4
"13000",13000,1
"13001",13001,3
"13002",13002,3
"13003",13003,2
"13004",13004,1
"13005",13005,4
"13006",13006,3
"13007",13007,4
"13008",13008,3
"13009",13009,3
"13010",13010,3
"13011",13011,2
"13012",13012,3
"13013",13013,3
"13014",13014,2
"13015",13015,1
"13016",13016,3
"13017",13017,4
"13018",13018,4
"13019",13019,3
"13020",13020,4
"13021",13021,2
"13022",13022,2
"13023",13023,2
"13024",13024,4
"13025",13025,3
"13026",13026,3
"13027",13027,4
"13028",13028,1
"13029",13029,4
"13030",13030,1
"13031",13031,1
"13032",13032,4
"13033",13033,4
"13034",13034,2
"13035",13035,1
"13036",13036,4
"13037",13037,1
"13038",13038,3
"13039",13039,4
"13040",13040,1
"13041",13041,4
"13042",13042,4
"13043",13043,4
"13044",13044,1
"13045",13045,4
"13046",13046,4
"13047",13047,4
"13048",13048,1
"13049",13049,1
"13050",13050,1
"13051",13051,1
"13052",13052,4
"13053",13053,4
"13054",13054,2
"13055",13055,1
"13056",13056,3
"13057",13057,3
"13058",13058,4
"13059",13059,3
"13060",13060,3
"13061",13061,4
"13062",13062,2
"13063",13063,2
"13064",13064,2
"13065",13065,2
"13066",13066,2
"13067",13067,3
"13068",13068,1
"13069",13069,4
"13070",13070,1
"13071",13071,1
"13072",13072,3
"13073",13073,4
"13074",13074,4
"13075",13075,1
"13076",13076,3
"13077",13077,4
"13078",13078,2
"13079",13079,4
"13080",13080,1
"13081",13081,3
"13082",13082,3
"13083",13083,2
"13084",13084,4
"13085",13085,4
"13086",13086,1
"13087",13087,4
"13088",13088,4
"13089",13089,2
"13090",13090,3
"13091",13091,3
"13092",13092,4
"13093",13093,3
"13094",13094,4
"13095",13095,4
"13096",13096,1
"13097",13097,3
"13098",13098,2
"13099",13099,1
"13100",13100,4
"13101",13101,2
"13102",13102,4
"13103",13103,3
"13104",13104,2
"13105",13105,1
"13106",13106,2
"13107",13107,4
"13108",13108,2
"13109",13109,4
"13110",13110,4
"13111",13111,3
"13112",13112,3
"13113",13113,4
"13114",13114,2
"13115",13115,4
"13116",13116,2
"13117",13117,4
"13118",13118,4
"13119",13119,1
"13120",13120,3
"13121",13121,4
"13122",13122,1
"13123",13123,4
"13124",13124,4
"13125",13125,2
"13126",13126,2
"13127",13127,3
"13128",13128,1
"13129",13129,4
"13130",13130,2
"13131",13131,4
"13132",13132,4
"13133",13133,1
"13134",13134,3
"13135",13135,1
"13136",13136,4
"13137",13137,4
"13138",13138,4
"13139",13139,1
"13140",13140,4
"13141",13141,1
"13142",13142,3
"13143",13143,2
"13144",13144,3
"13145",13145,2
"13146",13146,3
"13147",13147,1
"13148",13148,3
"13149",13149,4
"13150",13150,4
"13151",13151,1
"13152",13152,1
"13153",13153,4
"13154",13154,2
"13155",13155,4
"13156",13156,1
"13157",13157,4
"13158",13158,2
"13159",13159,4
"13160",13160,4
"13161",13161,1
"13162",13162,3
"13163",13163,3
"13164",13164,1
"13165",13165,1
"13166",13166,4
"13167",13167,3
"13168",13168,3
"13169",13169,4
"13170",13170,1
"13171",13171,3
"13172",13172,1
"13173",13173,2
"13174",13174,3
"13175",13175,4
"13176",13176,4
"13177",13177,1
"13178",13178,2
"13179",13179,2
"13180",13180,4
"13181",13181,2
"13182",13182,4
"13183",13183,1
"13184",13184,1
"13185",13185,3
"13186",13186,4
"13187",13187,2
"13188",13188,1
"13189",13189,4
"13190",13190,2
"13191",13191,2
"13192",13192,1
"13193",13193,2
"13194",13194,3
"13195",13195,1
"13196",13196,4
"13197",13197,3
"13198",13198,1
"13199",13199,3
"13200",13200,4
"13201",13201,4
"13202",13202,3
"13203",13203,4
"13204",13204,1
"13205",13205,1
"13206",13206,1
"13207",13207,3
"13208",13208,1
"13209",13209,4
"13210",13210,4
"13211",13211,4
"13212",13212,2
"13213",13213,2
"13214",13214,4
"13215",13215,3
"13216",13216,3
"13217",13217,2
"13218",13218,1
"13219",13219,3
"13220",13220,1
"13221",13221,4
"13222",13222,4
"13223",13223,4
"13224",13224,4
"13225",13225,1
"13226",13226,1
"13227",13227,4
"13228",13228,3
"13229",13229,1
"13230",13230,4
"13231",13231,2
"13232",13232,3
"13233",13233,4
"13234",13234,1
"13235",13235,1
"13236",13236,1
"13237",13237,3
"13238",13238,4
"13239",13239,1
"13240",13240,2
"13241",13241,1
"13242",13242,1
"13243",13243,2
"13244",13244,1
"13245",13245,1
"13246",13246,4
"13247",13247,3
"13248",13248,1
"13249",13249,4
"13250",13250,1
"13251",13251,4
"13252",13252,1
"13253",13253,4
"13254",13254,4
"13255",13255,2
"13256",13256,1
"13257",13257,1
"13258",13258,3
"13259",13259,3
"13260",13260,1
"13261",13261,4
"13262",13262,4
"13263",13263,1
"13264",13264,2
"13265",13265,4
"13266",13266,4
"13267",13267,1
"13268",13268,1
"13269",13269,4
"13270",13270,1
"13271",13271,4
"13272",13272,3
"13273",13273,4
"13274",13274,2
"13275",13275,2
"13276",13276,2
"13277",13277,1
"13278",13278,2
"13279",13279,3
"13280",13280,4
"13281",13281,1
"13282",13282,4
"13283",13283,2
"13284",13284,3
"13285",13285,4
"13286",13286,3
"13287",13287,4
"13288",13288,3
"13289",13289,1
"13290",13290,4
"13291",13291,3
"13292",13292,4
"13293",13293,1
"13294",13294,1
"13295",13295,3
"13296",13296,1
"13297",13297,3
"13298",13298,1
"13299",13299,4
"13300",13300,4
"13301",13301,1
"13302",13302,1
"13303",13303,1
"13304",13304,1
"13305",13305,4
"13306",13306,4
"13307",13307,4
"13308",13308,1
"13309",13309,4
"13310",13310,4
"13311",13311,4
"13312",13312,2
"13313",13313,4
"13314",13314,4
"13315",13315,2
"13316",13316,4
"13317",13317,3
"13318",13318,3
"13319",13319,1
"13320",13320,1
"13321",13321,1
"13322",13322,2
"13323",13323,1
"13324",13324,2
"13325",13325,1
"13326",13326,4
"13327",13327,4
"13328",13328,3
"13329",13329,1
"13330",13330,1
"13331",13331,1
"13332",13332,4
"13333",13333,1
"13334",13334,4
"13335",13335,1
"13336",13336,2
"13337",13337,1
"13338",13338,1
"13339",13339,2
"13340",13340,4
"13341",13341,4
"13342",13342,3
"13343",13343,1
"13344",13344,2
"13345",13345,2
"13346",13346,4
"13347",13347,1
"13348",13348,3
"13349",13349,3
"13350",13350,4
"13351",13351,1
"13352",13352,4
"13353",13353,1
"13354",13354,3
"13355",13355,4
"13356",13356,4
"13357",13357,3
"13358",13358,2
"13359",13359,1
"13360",13360,2
"13361",13361,4
"13362",13362,3
"13363",13363,2
"13364",13364,4
"13365",13365,3
"13366",13366,4
"13367",13367,3
"13368",13368,4
"13369",13369,1
"13370",13370,3
"13371",13371,4
"13372",13372,1
"13373",13373,1
"13374",13374,3
"13375",13375,3
"13376",13376,1
"13377",13377,4
"13378",13378,2
"13379",13379,2
"13380",13380,4
"13381",13381,1
"13382",13382,4
"13383",13383,4
"13384",13384,1
"13385",13385,3
"13386",13386,1
"13387",13387,3
"13388",13388,3
"13389",13389,4
"13390",13390,1
"13391",13391,1
"13392",13392,2
"13393",13393,3
"13394",13394,1
"13395",13395,4
"13396",13396,1
"13397",13397,3
"13398",13398,1
"13399",13399,1
"13400",13400,4
"13401",13401,3
"13402",13402,3
"13403",13403,3
"13404",13404,1
"13405",13405,4
"13406",13406,3
"13407",13407,4
"13408",13408,4
"13409",13409,3
"13410",13410,4
"13411",13411,1
"13412",13412,3
